,authors,author_full_name,title,journal,language,document_type,keywords,year,vol,issue,doi,authors_l,authors_full_l,title_l,journal_l,keywords_l
406,"Thelwall, M; Kousha, K; Dinsmore, A; Dolby, K","Thelwall, Mike; Kousha, Kayvan; Dinsmore, Adam; Dolby, Kevin",Alternative metric indicators for funding scheme evaluations,ASLIB JOURNAL OF INFORMATION MANAGEMENT,English,Article,Altmetrics; Research evaluation; Funding programme; Funding scheme; Funding stream; Webometrics,2016,68,1,10.1108/ajim-09-2015-0146,"m thelwall, k kousha, a dinsmore, k dolby","mike thelwall, kayvan kousha, adam dinsmore, kevin dolby",alternative metric indicators for funding scheme evaluations,aslib journal of information management,"altmetrics, funding programme, funding scheme, funding stream, research evaluation, webometrics"
407,"Bornmann, L; Haunschild, R","Bornmann, Lutz; Haunschild, Robin",t factor: A metric for measuring impact on Twitter,MALAYSIAN JOURNAL OF LIBRARY & INFORMATION SCIENCE,English,Article,Altmetrics; h index; t factor; Twitter,2016,21,2,10.22452/mjlis.vol21no2.2,"l bornmann, r haunschild","lutz bornmann, robin haunschild",t factor a metric for measuring impact on twitter,malaysian journal of library information science,"altmetrics, h index, t factor, twitter"
408,"Bornmann, L; Haunschild, R","Bornmann, Lutz; Haunschild, Robin",To what extent does the Leiden manifesto also apply to altmetrics? A discussion of the manifesto against the background of research into altmetrics,ONLINE INFORMATION REVIEW,English,Article,Scientometrics; Bibliometrics; Altmetrics; Leiden manifesto,2016,40,4,10.1108/oir-09-2015-0314,"l bornmann, r haunschild","lutz bornmann, robin haunschild",to what extent does leiden manifesto also apply to altmetrics a discussion manifesto against background research into altmetrics,online information review,"altmetrics, bibliometrics, leiden manifesto, scientometrics"
409,"Konkiel, S","Konkiel, Stacy",Altmetrics: diversifying the understanding of influential scholarship,PALGRAVE COMMUNICATIONS,English,Article,,2016,2,0,10.1057/palcomms.2016.57,s konkiel,stacy konkiel,altmetrics diversifying understanding influential scholarship,palgrave communications,
410,"Alvarez-Bornstein, B; Montesi, M","Alvarez-Bornstein, Belen; Montesi, Michela",Researchers' communication on Twitter. A virtual ethnography in the area of information science,REVISTA ESPANOLA DE DOCUMENTACION CIENTIFICA,Spanish,Article,Scientific communication; virtual ethnography; altmetrics; Twitter; social web; information science,2016,39,4,10.3989/redc.2016.4.1352,"b alvarez-bornstein, m montesi","belen alvarez-bornstein, michela montesi",researchers communication on twitter a virtual ethnography in area information science,revista espanola de documentacion cientifica,"altmetrics, information science, scientific communication, social web, twitter, virtual ethnography"
411,"Sotudeh, H; Mazarei, Z; Mirzabeigi, M","Sotudeh, Hajar; Mazarei, Zahra; Mirzabeigi, Mahdieh",CiteULike bookmarks are correlated to citations at journal and author levels in library and information science,SCIENTOMETRICS,English,Article,Altmetrics; Citations; CiteULike; Bookmarks; Library and information science,2015,105,3,10.1007/s11192-015-1745-9,"h sotudeh, z mazarei, m mirzabeigi","hajar sotudeh, zahra mazarei, mahdieh mirzabeigi",citeulike bookmarks are correlated to citations at journal author levels in library information science,scientometrics,"altmetrics, bookmarks, citations, citeulike, library and information science"
412,"Ferrer-Sapena, A; Sanchez-Perez, EA; Gonzalez, LM; Peset, F; Aleixandre-Benavent, R","Ferrer-Sapena, A.; Sanchez-Perez, E. A.; Gonzalez, L. M.; Peset, F.; Aleixandre-Benavent, R.",Mathematical properties of weighted impact factors based on measures of prestige of the citing journals,SCIENTOMETRICS,English,Article,Impact factor; Weighted; Stability; Ordering; Mathematics; Altmetrics,2015,105,3,10.1007/s11192-015-1741-0,"a ferrer-sapena, ea sanchez-perez, lm gonzalez, f peset, r aleixandre-benavent","a. ferrer-sapena, e. a. sanchez-perez, l. m. gonzalez, f. peset, r. aleixandre-benavent",mathematical properties weighted impact factors based on measures prestige citing journals,scientometrics,"altmetrics, impact factor, mathematics, ordering, stability, weighted"
413,"Kousha, K; Thelwall, M","Kousha, Kayvan; Thelwall, Mike",WEB INDICATORS FOR RESEARCH EVALUATION. PART 3: BOOKS AND NON-STANDARD OUTPUTS,PROFESIONAL DE LA INFORMACION,English,Article,Citation analysis; Book citation analysis; Scholarly communication; Web indicators; Altmetrics; Alternative indicators,2015,24,6,10.3145/epi.2015.nov.04,"k kousha, m thelwall","kayvan kousha, mike thelwall",web indicators for research evaluation part 3 books non standard outputs,profesional de la informacion,"alternative indicators, altmetrics, book citation analysis, citation analysis, scholarly communication, web indicators"
414,"Suiter, AM; Moulaison, HL","Suiter, Amy M.; Moulaison, Heather Lea",Supporting Scholars: An Analysis of Academic Library Websites' Documentation on Metrics and Impact,JOURNAL OF ACADEMIC LIBRARIANSHIP,English,Article,Bibliometrics; Scholarly impact; Journal Impact Factor; h-Index; Journal metrics; Altmetrics,2015,41,6,10.1016/j.acalib.2015.09.004,"am suiter, hl moulaison","amy m. suiter, heather lea moulaison",supporting scholars an analysis academic library websites documentation on metrics impact,journal of academic librarianship,"altmetrics, bibliometrics, h-index, journal impact factor, journal metrics, scholarly impact"
415,"Haunschild, R; Bornmann, L; Leydesdorff, L","Haunschild, Robin; Bornmann, Lutz; Leydesdorff, Loet",Networks of reader and country status: an analysis of Mendeley reader statistics,PEERJ COMPUTER SCIENCE,English,Article,Mendeley; Network; Bibliometrics; Pajek; Altmetrics; VOSviewer,2015,0,0,10.7717/peerj-cs.32,"r haunschild, l bornmann, l leydesdorff","robin haunschild, lutz bornmann, loet leydesdorff",networks reader country status an analysis mendeley reader statistics,peerj computer science,"altmetrics, bibliometrics, mendeley, network, pajek, vosviewer"
416,"Enis, M","Enis, Matt",ALTMETRICS AMBASSADORS,LIBRARY JOURNAL,English,Article,,2015,140,16,,m enis,matt enis,altmetrics ambassadors,library journal,
417,"Moed, HF; Halevi, G","Moed, Henk F.; Halevi, Gali",Multidimensional assessment of scholarly research impact,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,English,Article,evaluation,2015,66,10,10.1002/asi.23314,"hf moed, g halevi","henk f. moed, gali halevi",multidimensional assessment scholarly research impact,journal of the association for information science and technology,evaluation
418,"Costas, R; Zahedi, Z; Wouters, P","Costas, Rodrigo; Zahedi, Zohreh; Wouters, Paul","Do ""altmetrics"" correlate with citations? Extensive comparison of altmetric indicators with citations from a multidisciplinary perspective",JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,English,Article,bibliometrics; databases,2015,66,10,10.1002/asi.23309,"r costas, z zahedi, p wouters","rodrigo costas, zohreh zahedi, paul wouters",do altmetrics correlate with citations extensive comparison altmetric indicators with citations from a multidisciplinary perspective,journal of the association for information science and technology,"bibliometrics, databases"
419,"Cowley, D; Pandya, K; Khan, I; Kerwin, J; Owen, K; Griner, E","Cowley, Dale; Pandya, Kumar; Khan, Israr; Kerwin, John; Owen, Kate; Griner, Erin",Registered report: A coding-independent function of gene and pseudogene mRNAs regulates tumour biology,ELIFE,English,Article,,2015,4,0,10.7554/elife.08245,"d cowley, k pandya, i khan, j kerwin, k owen, e griner","dale cowley, kumar pandya, israr khan, john kerwin, kate owen, erin griner",registered report a coding independent function gene pseudogene mrnas regulates tumour biology,elife,
420,"Thelwall, M; Kousha, K","Thelwall, Mike; Kousha, Kayvan",WEB INDICATORS FOR RESEARCH EVALUATION. PART 1: CITATIONS AND LINKS TO ACADEMIC ARTICLES FROM THE WEB,PROFESIONAL DE LA INFORMACION,English,Article,Webometrics; Altmetrics; Alternative metrics; Alternative indicators; Citation analysis; Web indicators; Scientometrics; Google Scholar,2015,24,5,10.3145/epi.2015.sep.08,"m thelwall, k kousha","mike thelwall, kayvan kousha",web indicators for research evaluation part 1 citations links to academic articles from web,profesional de la informacion,"alternative indicators, alternative metrics, altmetrics, citation analysis, google scholar, scientometrics, web indicators, webometrics"
421,"Thelwall, M; Kousha, K","Thelwall, Mike; Kousha, Kayvan",WEB INDICATORS FOR RESEARCH EVALUATION. PART 2: SOCIAL MEDIA METRICS,PROFESIONAL DE LA INFORMACION,English,Article,Altmetrics; Alternative metrics; Alternative indicators; Citation analysis; Web indicators; Webometrics; Scientometrics; Social media metrics; Twitter; Mendeley,2015,24,5,10.3145/epi.2015.sep.09,"m thelwall, k kousha","mike thelwall, kayvan kousha",web indicators for research evaluation part 2 social media metrics,profesional de la informacion,"alternative indicators, alternative metrics, altmetrics, citation analysis, mendeley, scientometrics, social media metrics, twitter, web indicators, webometrics"
422,"Gonzalez-Diaz, C; Iglesias-Garcia, M; Codina, L","Gonzalez-Diaz, Cristina; Iglesias-Garcia, Mar; Codina, Lluis",Presence of Spanish universities on scientific digital social networks: case of communication studies,PROFESIONAL DE LA INFORMACION,Spanish,Article,Social networks; Scientifics social networks; Spanish university; Scientific communication; Communication studies; Altmetrics; ResearchGate; Academia.edu,2015,24,5,10.3145/epi.2015.sep.12,"c gonzalez-diaz, m iglesias-garcia, l codina","cristina gonzalez-diaz, mar iglesias-garcia, lluis codina",presence spanish universities on scientific digital social networks case communication studies,profesional de la informacion,"academia.edu, altmetrics, communication studies, researchgate, scientific communication, scientifics social networks, social networks, spanish university"
423,"Nwagwu, WE; Onyancha, B","Nwagwu, Williams E.; Onyancha, Bosire","Back to the Beginning - The Journal is Dead, Long Live Science",JOURNAL OF ACADEMIC LIBRARIANSHIP,English,Article,Academic Journal; Science; Open access; Peer review,2015,41,5,10.1016/j.acalib.2015.06.005,"we nwagwu, b onyancha","williams e. nwagwu, bosire onyancha",back to beginning journal is dead long live science,journal of academic librarianship,"academic journal, open access, peer review, science"
424,"Fung, JJ; Kosaka, A; Shan, XC; Danet-Desnoyers, G; Gormally, M; Owen, K","Fung, Juan Jose; Kosaka, Alan; Shan, Xiaochuan; Danet-Desnoyers, Gwenn; Gormally, Michael; Owen, Kate",Registered report: Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukemia,ELIFE,English,Article,,2015,4,0,10.7554/elife.08997,"jj fung, a kosaka, xc shan, g danet-desnoyers, m gormally, k owen","juan jose fung, alan kosaka, xiaochuan shan, gwenn danet-desnoyers, michael gormally, kate owen",registered report inhibition bet recruitment to chromatin as an effective treatment for mll fusion leukemia,elife,
425,"Mohammadi, E; Thelwall, M; Haustein, S; Lariviere, V","Mohammadi, Ehsan; Thelwall, Mike; Haustein, Stefanie; Lariviere, Vincent",Who Reads Research Articles? An Altmetrics Analysis of Mendeley User Categories,JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY,English,Article,webometrics; scientometrics,2015,66,9,10.1002/asi.23286,"e mohammadi, m thelwall, s haustein, v lariviere","ehsan mohammadi, mike thelwall, stefanie haustein, vincent lariviere",who reads research articles an altmetrics analysis mendeley user categories,journal of the association for information science and technology,"scientometrics, webometrics"
426,"Evans, J; Essex, A; Xin, H; Amitai, N; Brinton, L; Griner, E","Evans, James; Essex, Anthony; Xin, Hong; Amitai, Nurith; Brinton, Lindsey; Griner, Erin",Registered report: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment,ELIFE,English,Article,,2015,4,0,10.7554/elife.07301,"j evans, a essex, h xin, n amitai, l brinton, e griner","james evans, anthony essex, hong xin, nurith amitai, lindsey brinton, erin griner",registered report wnt activity defines colon cancer stem cells is regulated by microenvironment,elife,
427,"Scarlat, MM; Mavrogenis, AF; Pecina, M; Niculescu, M","Scarlat, Marius M.; Mavrogenis, Andreas F.; Pecina, Marko; Niculescu, Marius",Impact and alternative metrics for medical publishing: our experience with International Orthopaedics,INTERNATIONAL ORTHOPAEDICS,English,Article,Impact factor; Altmetrics; Thomson Reuters; SpringerLink (R); ResearchGate (R); OrthoEvidence (R); Downloads; Eigenfactor (TM) Score; Usage factor; Scopus (R); Twitter (R); CWTS; SNIP; Science Citation Index; Google (R); Scholar; International Orthopaedics; SICOT,2015,39,8,10.1007/s00264-015-2766-y,"mm scarlat, af mavrogenis, m pecina, m niculescu","marius m. scarlat, andreas f. mavrogenis, marko pecina, marius niculescu",impact alternative metrics for medical publishing our experience with international orthopaedics,international orthopaedics,"altmetrics, cwts, downloads, eigenfactor (tm) score, google (r), impact factor, international orthopaedics, orthoevidence (r), researchgate (r), scholar, science citation index, scopus (r), sicot, snip, springerlink (r), thomson reuters, twitter (r), usage factor"
428,"Evans, B; Griner, E","Evans, Brad; Griner, Erin",Registered report: Oncometabolite 2-hydroxyglutarate is a competitive inhibitor of alpha-ketoglutarate-dependent dioxygenases,ELIFE,English,Article,,2015,4,0,10.7554/elife.07420,"b evans, e griner","brad evans, erin griner",registered report oncometabolite 2 hydroxyglutarate is a competitive inhibitor alpha ketoglutarate dependent dioxygenases,elife,
429,"de Araujo, RF","de Araujo, Ronaldo Ferreira",Scientific digital marketing and altmetrics for academic journals: from visibility to engagement,PERSPECTIVAS EM CIENCIA DA INFORMACAO,Portuguese,Article,Scientific digital marketing; Altmetrics; Journal; Visibility; Scientific communication,2015,20,3,10.1590/1981-5344/2402,rf de araujo,ronaldo ferreira de araujo,scientific digital marketing altmetrics for academic journals from visibility to engagement,perspectivas em ciencia da informacao,"altmetrics, journal, scientific communication, scientific digital marketing, visibility"
