,doi,title,journal,year,vol,issue,document_type,authors,url,keywords,authors_l,title_l,journal_l,keywords_l
425,10.1111/jep.12736,Bipolar disorder research 2.0: Web technologies for research capacity and knowledge translation,Journal of Evaluation in Clinical Practice,2017,23,6,Article,"Michalak, Erin E.; McBride, Sally; Barnes, Steven J.; Wood, Chanel S.; Khatri, Nasreen; Elliott, Nusha Balram; Parikh, Sagar V.; Disorder, And the Collaborative RESearch Team to study psychosocial in Bipolar",https://app.dimensions.ai/details/publication/pub.1085156170,1117 Public Health and Health Services; 11 Medical and Health Sciences,"erin e. michalak, sally mcbride, steven j. barnes, chanel s. wood, nasreen khatri, nusha balram elliott, sagar v. parikh, and the collaborative research team to study psychosocial in bipolar disorder",bipolar disorder research 2 0 web technologies for research capacity and knowledge translation,journal of evaluation in clinical practice,"11 medical and health sciences, 1117 public health and health services"
426,10.1016/j.ctcp.2017.04.006,Citation patterns and trends of systematic reviews about mindfulness,Complementary Therapies in Clinical Practice,2017,28,J. Psychosom. Res.762014,Article,"Chiesa, Alberto; Fazia, Teresa; Bernardinelli, Luisa; Morandi, Gabriella",https://app.dimensions.ai/details/publication/pub.1085128487,1117 Public Health and Health Services; 11 Medical and Health Sciences,"alberto chiesa, teresa fazia, luisa bernardinelli, gabriella morandi",citation patterns and trends of systematic reviews about mindfulness,complementary therapies in clinical practice,"11 medical and health sciences, 1117 public health and health services"
427,10.1016/j.wneu.2017.04.157,The Spectrum of Altmetrics in Neurosurgery: The Top 100 “Trending” Articles in Neurosurgical Journals,World Neurosurgery,2017,103,0,Article,"Wang, Justin; Alotaibi, Naif M.; Ibrahim, George M.; Kulkarni, Abhaya V.; Lozano, Andres M.",https://app.dimensions.ai/details/publication/pub.1085118273,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,"justin wang, naif m. alotaibi, george m. ibrahim, abhaya v. kulkarni, andres m. lozano",the spectrum of altmetrics in neurosurgery the top 100 trending articles in neurosurgical journals,world neurosurgery,"11 medical and health sciences, 1103 clinical sciences, 1109 neurosciences"
428,10.1056/nejmoa1616288,Tracking the Evolution of Non–Small-Cell Lung Cancer,New England Journal of Medicine,2017,376,22,Article,"Jamal-Hanjani, Mariam; Wilson, Gareth A.; McGranahan, Nicholas; Birkbak, Nicolai J.; Watkins, Thomas B.K.; Veeriah, Selvaraju; Shafi, Seema; Johnson, Diana H.; Mitter, Richard; Rosenthal, Rachel; Salm, Max; Horswell, Stuart; Escudero, Mickael; Matthews, Nik; Rowan, Andrew; Chambers, Tim; Moore, David A.; Turajlic, Samra; Xu, Hang; Lee, Siow-Ming; Forster, Martin D.; Ahmad, Tanya; Hiley, Crispin T.; Abbosh, Christopher; Falzon, Mary; Borg, Elaine; Marafioti, Teresa; Lawrence, David; Hayward, Martin; Kolvekar, Shyam; Panagiotopoulos, Nikolaos; Janes, Sam M.; Thakrar, Ricky; Ahmed, Asia; Blackhall, Fiona; Summers, Yvonne; Shah, Rajesh; Joseph, Leena; Quinn, Anne M.; Crosbie, Phil A.; Naidu, Babu; Middleton, Gary; Langman, Gerald; Trotter, Simon; Nicolson, Marianne; Remmen, Hardy; Kerr, Keith; Chetty, Mahendran; Gomersall, Lesley; Fennell, Dean A.; Nakas, Apostolos; Rathinam, Sridhar; Anand, Girija; Khan, Sajid; Russell, Peter; Ezhil, Veni; Ismail, Babikir; Irvin-Sellers, Melanie; Prakash, Vineet; Lester, Jason F.; Kornaszewska, Malgorzata; Attanoos, Richard; Adams, Haydn; Davies, Helen; Dentro, Stefan; Taniere, Philippe; O’Sullivan, Brendan; Lowe, Helen L.; Hartley, John A.; Iles, Natasha; Bell, Harriet; Ngai, Yenting; Shaw, Jacqui A.; Herrero, Javier; Szallasi, Zoltan; Schwarz, Roland F.; Stewart, Aengus; Quezada, Sergio A.; Le Quesne, John; Van Loo, Peter; Dive, Caroline; Hackshaw, Allan; Swanton, Charles",https://app.dimensions.ai/details/publication/pub.1085073130,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,"mariam jamal-hanjani, gareth a. wilson, nicholas mcgranahan, nicolai j. birkbak, thomas b.k. watkins, selvaraju veeriah, seema shafi, diana h. johnson, richard mitter, rachel rosenthal, max salm, stuart horswell, mickael escudero, nik matthews, andrew rowan, tim chambers, david a. moore, samra turajlic, hang xu, siow-ming lee, martin d. forster, tanya ahmad, crispin t. hiley, christopher abbosh, mary falzon, elaine borg, teresa marafioti, david lawrence, martin hayward, shyam kolvekar, nikolaos panagiotopoulos, sam m. janes, ricky thakrar, asia ahmed, fiona blackhall, yvonne summers, rajesh shah, leena joseph, anne m. quinn, phil a. crosbie, babu naidu, gary middleton, gerald langman, simon trotter, marianne nicolson, hardy remmen, keith kerr, mahendran chetty, lesley gomersall, dean a. fennell, apostolos nakas, sridhar rathinam, girija anand, sajid khan, peter russell, veni ezhil, babikir ismail, melanie irvin-sellers, vineet prakash, jason f. lester, malgorzata kornaszewska, richard attanoos, haydn adams, helen davies, stefan dentro, philippe taniere, brendan o'sullivan, helen l. lowe, john a. hartley, natasha iles, harriet bell, yenting ngai, jacqui a. shaw, javier herrero, zoltan szallasi, roland f. schwarz, aengus stewart, sergio a. quezada, john le quesne, peter van loo, caroline dive, allan hackshaw, charles swanton",tracking the evolution of nonsmall cell lung cancer,new england journal of medicine,"11 medical and health sciences, 1112 oncology and carcinogenesis"
429,10.1016/j.jpurol.2017.03.027,The effect of social media (#SoMe) on journal impact factor and parental awareness in paediatric urology,Journal of Pediatric Urology,2017,13,5,Article,"O'Kelly, F.; Nason, G.J.; Manecksha, R.P.; Cascio, S.; Quinn, F.J.; Leonard, M.; Koyle, M.A.; Farhat, W.; Leveridge, M.J.",https://app.dimensions.ai/details/publication/pub.1085017087,11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,"f. o'kelly, g.j. nason, r.p. manecksha, s. cascio, f.j. quinn, m. leonard, m.a. koyle, w. farhat, m.j. leveridge",the effect of social media some on journal impact factor and parental awareness in paediatric urology,journal of pediatric urology,"11 medical and health sciences, 1114 paediatrics and reproductive medicine"
430,10.1186/s40249-017-0310-6,"InfectiousDiseases ofPoverty, the first five years",Infectious Diseases of Poverty,2017,6,1,Article,"Wang, Wei; Chen, Jin; Sheng, Hui-Feng; Wang, Na-Na; Yang, Pin; Zhou, Xiao-Nong; Bergquist, Robert",https://app.dimensions.ai/details/publication/pub.1084956901,1117 Public Health and Health Services; 11 Medical and Health Sciences,"wei wang, jin chen, hui-feng sheng, na-na wang, pin yang, xiao-nong zhou, robert bergquist",infectiousdiseases ofpoverty the first five years,infectious diseases of poverty,"11 medical and health sciences, 1117 public health and health services"
431,10.1007/s10029-017-1609-8,Contemporary engagement with social media amongst hernia surgery specialists,Hernia,2017,21,4,Article,"Lui, D. H.; McDonald, J. J.; de Beaux, A.; Tulloh, B.; Brady, R. R. W.",https://app.dimensions.ai/details/publication/pub.1084925895,08 Information and Computing Sciences; 0806 Information Systems,"d. h. lui, j. j. mcdonald, a. de beaux, b. tulloh, r. r. w. brady",contemporary engagement with social media amongst hernia surgery specialists,hernia,"08 information and computing sciences, 0806 information systems"
432,10.1111/bju.13881,Newsworthiness vs scientific impact: are the most highly cited urology papers the most widely disseminated in the media?,BJU International,2017,120,3,Article,"O'Connor, Eabhann M.; Nason, Gregory J.; O'Kelly, Fardod; Manecksha, Rustom P.; Loeb, Stacy",https://app.dimensions.ai/details/publication/pub.1084912312,1117 Public Health and Health Services; 11 Medical and Health Sciences,"eabhann m. o'connor, gregory j. nason, fardod o'kelly, rustom p. manecksha, stacy loeb",newsworthiness vs scientific impact are the most highly cited urology papers the most widely disseminated in the media,bju international,"11 medical and health sciences, 1117 public health and health services"
433,10.1212/wnl.0000000000003910,Racial differences in statin adherence following hospital discharge for ischemic stroke,Neurology,2017,88,19,Article,"Albright, Karen C; Zhao, Hong; Blackburn, Justin; Limdi, Nita A; Beasley, T Mark; Howard, George; Bittner, Vera; Howard, Virginia J; Muntner, Paul",https://app.dimensions.ai/details/publication/pub.1084819314,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,"karen c albright, hong zhao, justin blackburn, nita a limdi, t mark beasley, george howard, vera bittner, virginia j howard, paul muntner",racial differences in statin adherence following hospital discharge for ischemic stroke,neurology,"11 medical and health sciences, 1102 cardiorespiratory medicine and haematology"
434,10.1007/s40140-017-0213-x,How Social Media Is Changing the Practice of Regional Anesthesiology,Current Anesthesiology Reports,2017,7,2,Article,"Schwenk, Eric S.; Chu, Larry F.; Gupta, Rajnish K.; Mariano, Edward R.",https://app.dimensions.ai/details/publication/pub.1084812776,1605 Policy and Administration; 16 Studies in Human Society,"eric s. schwenk, larry f. chu, rajnish k. gupta, edward r. mariano",how social media is changing the practice of regional anesthesiology,current anesthesiology reports,"16 studies in human society, 1605 policy and administration"
435,10.1371/journal.pone.0175368,A systematic identification and analysis of scientists on Twitter,PLoS ONE,2017,12,4,Article,"Ke, Qing; Ahn, Yong-Yeol; Sugimoto, Cassidy R.",https://app.dimensions.ai/details/publication/pub.1084773001,08 Information and Computing Sciences; 0806 Information Systems,"qing ke, yong-yeol ahn, cassidy r. sugimoto",a systematic identification and analysis of scientists on twitter,plos one,"08 information and computing sciences, 0806 information systems"
436,10.1002/dc.23710,"The professional Twitter account: creation, proper maintenance, and continuous successful operation",Diagnostic Cytopathology,2017,45,7,Article,"Madrigal, Emilio; Jiang, Xiaoyin; Roy‐Chowdhuri, Sinchita",https://app.dimensions.ai/details/publication/pub.1084768313,11 Medical and Health Sciences; 1103 Clinical Sciences,"emilio madrigal, xiaoyin jiang, sinchita roy-chowdhuri",the professional twitter account creation proper maintenance and continuous successful operation,diagnostic cytopathology,"11 medical and health sciences, 1103 clinical sciences"
437,10.1371/journal.pone.0175418,Assessing the uptake of persistent identifiers by research infrastructure users,PLoS ONE,2017,12,4,Article,"Mayernik, Matthew S.; Maull, Keith E.",https://app.dimensions.ai/details/publication/pub.1084761091,08 Information and Computing Sciences; 0803 Computer Software,"matthew s. mayernik, keith e. maull",assessing the uptake of persistent identifiers by research infrastructure users,plos one,"08 information and computing sciences, 0803 computer software"
438,10.1212/wnl.0000000000003907,Randomized controlled trials in mild cognitive impairment,Neurology,2017,88,18,Article,"Petersen, Ronald C.; Thomas, Ronald G.; Aisen, Paul S.; Mohs, Richard C.; Carrillo, Maria C.; Albert, Marilyn S.; ",https://app.dimensions.ai/details/publication/pub.1084620332,11 Medical and Health Sciences; 1103 Clinical Sciences,"ronald c. petersen, ronald g. thomas, paul s. aisen, richard c. mohs, maria c. carrillo, marilyn s. albert, ",randomized controlled trials in mild cognitive impairment,neurology,"11 medical and health sciences, 1103 clinical sciences"
439,10.1136/eb-2017-102668,What is the impact of a research publication?,Evidence-Based Mental Health,2017,20,2,Article,"Fazel, Seena; Wolf, Achim",https://app.dimensions.ai/details/publication/pub.1084608749,1117 Public Health and Health Services; 11 Medical and Health Sciences,"seena fazel, achim wolf",what is the impact of a research publication,evidence based mental health,"11 medical and health sciences, 1117 public health and health services"
440,10.5195/jmla.2017.208,Investigating the need for scholarly communications positions in Association of Academic Health Sciences Libraries member institutions,Journal of the Medical Library Association,2017,105,2,Article,"Mears, Kim; Bandy, Sandra L",https://app.dimensions.ai/details/publication/pub.1084513290,08 Information and Computing Sciences; 0807 Library and Information Studies,"kim mears, sandra l bandy",investigating the need for scholarly communications positions in association of academic health sciences libraries member institutions,journal of the medical library association,"08 information and computing sciences, 0807 library and information studies"
441,10.1097/bsd.0000000000000531,The Evolution of Current Research Impact Metrics,Clinical Spine Surgery,2017,30,5,Article,"Butler, Joseph S.; Kaye, I. David; Sebastian, Arjun S.; Wagner, Scott C.; Morrissey, Patrick B.; Schroeder, Gregory D.; Kepler, Christopher K.; Vaccaro, Alexander R.",https://app.dimensions.ai/details/publication/pub.1084506426,11 Medical and Health Sciences; 1103 Clinical Sciences,"joseph s. butler, i. david kaye, arjun s. sebastian, scott c. wagner, patrick b. morrissey, gregory d. schroeder, christopher k. kepler, alexander r. vaccaro",the evolution of current research impact metrics,clinical spine surgery,"11 medical and health sciences, 1103 clinical sciences"
442,,"Altmetrics, Biased Metrics, and Contentious Metrics.",Journal of Allied Health,2017,46,1,Article,"Elwood, Thomas W",https://app.dimensions.ai/details/publication/pub.1084496635,1117 Public Health and Health Services; 11 Medical and Health Sciences,thomas w elwood,altmetrics biased metrics and contentious metrics,journal of allied health,"11 medical and health sciences, 1117 public health and health services"
443,10.1371/journal.pone.0173987,Practices of research data curation in institutional repositories: A qualitative view from repository staff,PLoS ONE,2017,12,3,Article,"Lee, Dong Joon; Stvilia, Besiki",https://app.dimensions.ai/details/publication/pub.1084303217,08 Information and Computing Sciences; 0806 Information Systems,"dong joon lee, besiki stvilia",practices of research data curation in institutional repositories a qualitative view from repository staff,plos one,"08 information and computing sciences, 0806 information systems"
